sale_id,customer_key,product_key,store_key,date_key,quantity,discount_pct,gross_amount,discount_amount,net_amount
525,63,24,10,84,13,20.0,3309.7999999999997,661.96,2647.8399999999997
314,15,3,1,84,13,10.0,245.18,24.518,220.662
446,30,12,10,270,11,5.0,3539.8,176.99,3362.8100000000004
583,41,33,9,270,12,15.0,5724.12,858.6179999999999,4865.502
153,26,26,1,270,5,0.0,1932.9499999999998,0.0,1932.9499999999998
791,69,5,6,270,11,0.0,1073.8200000000002,0.0,1073.8200000000002
123,84,12,10,544,18,5.0,5792.400000000001,289.62000000000006,5502.780000000001
804,13,29,2,544,19,0.0,4565.13,0.0,4565.13
176,24,30,10,325,13,5.0,1910.7399999999998,95.53699999999999,1815.2029999999997
11,66,46,10,441,8,20.0,3725.68,745.136,2980.544
533,99,7,7,441,11,10.0,4121.04,412.10400000000004,3708.9359999999997
571,25,46,10,64,16,20.0,7451.36,1490.272,5961.088
245,50,4,4,64,3,5.0,756.03,37.8015,718.2284999999999
942,93,15,6,64,3,0.0,1468.98,0.0,1468.98
275,13,45,10,529,15,5.0,6354.900000000001,317.74500000000006,6037.155000000001
128,33,17,4,529,4,20.0,1815.96,363.192,1452.768
409,4,45,10,316,16,0.0,6778.56,0.0,6778.56
519,73,46,3,316,9,20.0,4191.389999999999,838.2779999999999,3353.1119999999996
357,82,45,10,341,18,5.0,7625.88,381.29400000000004,7244.586
477,75,47,3,341,12,10.0,534.0,53.400000000000006,480.6
491,67,37,10,67,4,0.0,1961.44,0.0,1961.44
362,10,16,10,31,12,10.0,2982.0,298.2,2683.8
258,89,12,5,31,2,0.0,643.6,0.0,643.6
944,65,48,6,31,15,10.0,1685.5500000000002,168.55500000000004,1516.9950000000001
552,23,18,10,357,15,15.0,3342.75,501.41249999999997,2841.3375
389,81,18,10,30,5,0.0,1114.25,0.0,1114.25
419,34,34,7,30,5,0.0,860.3499999999999,0.0,860.3499999999999
67,48,28,10,537,3,0.0,1491.99,0.0,1491.99
365,5,33,8,537,11,5.0,5247.11,262.3555,4984.7545
861,91,28,10,92,19,5.0,9449.27,472.46350000000007,8976.8065
737,51,40,10,358,16,5.0,1656.8,82.84,1573.96
895,1,25,4,358,15,0.0,4354.2,0.0,4354.2
870,25,13,3,358,5,15.0,663.65,99.5475,564.1025
57,90,40,10,309,6,20.0,621.3,124.25999999999999,497.03999999999996
429,57,36,2,309,4,10.0,1161.68,116.168,1045.5120000000002
253,8,9,4,93,3,5.0,482.84999999999997,24.1425,458.7075
802,12,25,9,93,17,5.0,4934.759999999999,246.73799999999997,4688.021999999999
800,90,43,4,150,6,0.0,1155.72,0.0,1155.72
400,83,46,6,150,5,15.0,2328.5499999999997,349.28249999999997,1979.2674999999997
764,74,43,4,322,6,20.0,1155.72,231.144,924.576
209,16,42,9,322,19,0.0,4708.01,0.0,4708.01
168,24,9,2,322,12,0.0,1931.3999999999999,0.0,1931.3999999999999
371,11,25,3,322,4,10.0,1161.12,116.112,1045.0079999999998
872,52,13,4,241,5,5.0,663.65,33.1825,630.4675
217,53,13,4,3,11,5.0,1460.03,73.00150000000001,1387.0285
893,49,24,9,3,19,5.0,4837.4,241.87,4595.53
206,95,33,4,73,12,10.0,5724.12,572.412,5151.708
775,29,15,2,73,3,5.0,1468.98,73.449,1395.531
498,19,38,5,73,11,5.0,516.12,25.806,490.314
851,41,33,4,456,5,10.0,2385.05,238.50500000000002,2146.545
164,21,7,4,456,13,20.0,4870.32,974.064,3896.256
430,17,50,3,456,13,15.0,2414.62,362.193,2052.4269999999997
958,35,25,1,456,15,5.0,4354.2,217.71,4136.49
888,20,23,4,189,7,20.0,859.5300000000001,171.90600000000003,687.624
102,23,2,6,189,15,5.0,1443.0,72.15,1370.85
195,19,23,4,226,2,10.0,245.58,24.558000000000003,221.02200000000002
157,7,16,9,226,13,20.0,3230.5,646.1,2584.4
736,39,1,2,226,7,0.0,3480.96,0.0,3480.96
405,1,40,1,226,7,20.0,724.85,144.97,579.88
403,78,41,5,226,5,15.0,707.75,106.1625,601.5875
452,52,11,4,402,15,15.0,3889.7999999999997,583.4699999999999,3306.33
86,92,24,9,402,12,5.0,3055.2,152.76,2902.4399999999996
81,51,39,8,402,6,20.0,958.74,191.74800000000002,766.992
607,55,11,4,170,1,0.0,259.32,0.0,259.32
527,61,20,5,170,11,15.0,3587.1000000000004,538.065,3049.0350000000003
12,32,23,7,170,13,15.0,1596.27,239.4405,1356.8295
43,55,34,7,170,2,20.0,344.14,68.828,275.312
84,29,34,4,242,3,0.0,516.21,0.0,516.21
599,4,46,7,242,2,15.0,931.42,139.713,791.707
691,35,34,4,545,4,10.0,688.28,68.828,619.452
349,84,32,8,545,9,5.0,3387.42,169.371,3218.049
768,31,12,5,545,17,0.0,5470.6,0.0,5470.6
135,65,19,4,197,15,0.0,2723.1,0.0,2723.1
658,10,37,2,197,1,15.0,490.36,73.554,416.80600000000004
554,38,47,3,197,5,0.0,222.5,0.0,222.5
882,85,19,4,493,3,15.0,544.62,81.693,462.927
911,16,44,3,493,19,10.0,3864.6,386.46000000000004,3478.14
83,57,35,1,493,2,20.0,561.7,112.34000000000002,449.36
254,65,15,4,452,10,15.0,4896.6,734.49,4162.110000000001
740,67,45,2,452,16,10.0,6778.56,677.8560000000001,6100.704000000001
507,70,15,4,194,2,20.0,979.32,195.86400000000003,783.456
4,16,35,4,194,13,10.0,3651.05,365.105,3285.945
294,58,42,5,194,3,20.0,743.37,148.674,594.696
573,10,15,4,115,13,5.0,6365.58,318.279,6047.3009999999995
252,83,15,4,319,11,10.0,5386.26,538.6260000000001,4847.634
995,12,39,3,319,17,20.0,2716.43,543.286,2173.144
568,17,41,4,274,12,15.0,1698.6000000000001,254.79000000000002,1443.8100000000002
497,51,1,7,274,9,0.0,4475.5199999999995,0.0,4475.5199999999995
970,95,48,4,392,11,15.0,1236.0700000000002,185.4105,1050.6595000000002
849,57,46,8,392,9,5.0,4191.389999999999,209.56949999999998,3981.8204999999994
30,54,29,4,365,4,20.0,961.08,192.216,768.864
282,39,49,2,365,1,15.0,338.86,50.829,288.031
167,73,7,4,377,14,5.0,5244.96,262.248,4982.712
785,95,26,9,377,15,5.0,5798.849999999999,289.9425,5508.907499999999
488,25,21,8,377,16,5.0,5404.32,270.216,5134.103999999999
665,40,29,2,377,11,15.0,2642.9700000000003,396.44550000000004,2246.5245000000004
165,36,14,7,377,19,10.0,5681.76,568.176,5113.584
3,8,44,4,420,14,10.0,2847.6,284.76,2562.84
621,79,50,4,420,8,10.0,1485.92,148.592,1337.328
823,40,8,1,420,8,5.0,2906.08,145.304,2760.776
772,52,44,4,391,13,15.0,2644.2000000000003,396.63000000000005,2247.57
833,54,26,3,391,8,10.0,3092.72,309.272,2783.448
187,30,44,4,198,5,20.0,1017.0,203.4,813.6
383,99,10,4,198,17,0.0,4689.28,0.0,4689.28
860,82,26,8,198,14,20.0,5412.259999999999,1082.452,4329.807999999999
485,4,44,4,533,1,0.0,203.4,0.0,203.4
250,37,1,5,533,16,0.0,7956.48,0.0,7956.48
119,2,44,4,480,1,5.0,203.4,10.170000000000002,193.23000000000002
676,38,37,2,480,5,15.0,2451.8,367.77000000000004,2084.03
479,55,20,6,480,15,20.0,4891.5,978.3000000000001,3913.2
514,49,17,4,455,9,10.0,4085.91,408.591,3677.319
594,53,39,8,455,2,10.0,319.58,31.958,287.62199999999996
953,51,23,6,455,13,20.0,1596.27,319.254,1277.016
684,50,32,6,455,9,15.0,3387.42,508.113,2879.3070000000002
298,45,17,4,348,13,10.0,5901.87,590.187,5311.683
941,7,36,4,348,18,5.0,5227.56,261.37800000000004,4966.182000000001
131,51,47,3,348,10,0.0,445.0,0.0,445.0
780,68,14,4,193,15,15.0,4485.6,672.84,3812.76
738,70,12,4,193,8,20.0,2574.4,514.88,2059.52
520,26,50,3,193,17,20.0,3157.58,631.5160000000001,2526.064
713,89,14,4,390,7,15.0,2093.28,313.992,1779.2880000000002
609,3,6,4,347,7,0.0,1326.99,0.0,1326.99
968,85,14,8,347,3,5.0,897.1200000000001,44.85600000000001,852.2640000000001
425,54,22,2,347,9,10.0,3900.96,390.096,3510.864
435,14,22,1,347,8,20.0,3467.52,693.504,2774.016
730,17,25,5,347,16,20.0,4644.48,928.896,3715.584
977,33,8,4,528,19,5.0,6901.94,345.097,6556.843
440,64,26,7,528,6,0.0,2319.54,0.0,2319.54
649,38,8,4,425,1,15.0,363.26,54.489,308.771
92,76,20,4,425,4,10.0,1304.4,130.44000000000003,1173.96
161,29,26,9,425,3,15.0,1159.77,173.9655,985.8045
122,91,34,7,425,13,0.0,2236.91,0.0,2236.91
939,32,15,7,425,10,5.0,4896.6,244.83000000000004,4651.77
544,88,8,4,353,18,5.0,6538.68,326.934,6211.746
871,71,9,9,353,9,10.0,1448.55,144.855,1303.695
199,61,49,2,353,12,10.0,4066.32,406.63200000000006,3659.688
774,15,47,4,15,6,15.0,267.0,40.05,226.95
287,62,47,4,423,9,0.0,400.5,0.0,400.5
828,1,47,4,437,16,15.0,712.0,106.8,605.2
786,36,29,2,437,4,15.0,961.08,144.162,816.918
315,31,28,2,437,15,20.0,7459.95,1491.99,5967.96
63,58,45,7,437,2,0.0,847.32,0.0,847.32
501,82,35,4,253,8,0.0,2246.8,0.0,2246.8
503,42,25,4,155,4,5.0,1161.12,58.056,1103.0639999999999
688,34,36,1,155,7,20.0,2032.94,406.588,1626.352
88,47,5,1,155,9,15.0,878.58,131.787,746.793
513,34,25,4,496,8,0.0,2322.24,0.0,2322.24
852,35,1,5,496,2,15.0,994.56,149.184,845.376
530,36,25,4,409,8,15.0,2322.24,348.33599999999996,1973.9039999999998
80,16,49,4,139,9,20.0,3049.7400000000002,609.9480000000001,2439.7920000000004
416,72,10,5,139,9,15.0,2482.56,372.38399999999996,2110.176
909,93,49,4,184,4,10.0,1355.44,135.544,1219.896
402,85,49,4,268,17,10.0,5760.62,576.062,5184.558
837,63,50,4,231,11,0.0,2043.14,0.0,2043.14
296,45,50,4,231,3,5.0,557.22,27.861000000000004,529.359
219,16,32,4,212,15,20.0,5645.7,1129.14,4516.5599999999995
32,97,34,8,212,5,0.0,860.3499999999999,0.0,860.3499999999999
418,26,32,8,212,18,5.0,6774.84,338.742,6436.098
290,56,9,1,212,14,20.0,2253.2999999999997,450.65999999999997,1802.6399999999999
272,39,8,5,212,4,20.0,1453.04,290.608,1162.432
117,24,37,6,212,12,20.0,5884.32,1176.864,4707.456
428,94,32,4,91,1,10.0,376.38,37.638,338.742
313,14,41,9,91,2,5.0,283.1,14.155000000000001,268.94500000000005
414,92,30,2,91,9,15.0,1322.82,198.42299999999997,1124.397
994,87,10,5,91,7,15.0,1930.8799999999999,289.63199999999995,1641.248
220,57,32,4,361,11,20.0,4140.18,828.0360000000001,3312.1440000000002
639,19,12,1,361,3,0.0,965.4000000000001,0.0,965.4000000000001
989,69,30,5,361,10,15.0,1469.8,220.47,1249.33
351,92,3,4,430,17,20.0,320.62,64.12400000000001,256.496
115,4,3,4,433,2,5.0,37.72,1.8860000000000001,35.833999999999996
5,14,22,4,127,1,15.0,433.44,65.01599999999999,368.424
678,94,28,2,127,4,5.0,1989.32,99.46600000000001,1889.8539999999998
878,63,38,4,47,7,5.0,328.44,16.422,312.018
924,4,21,8,47,17,0.0,5742.09,0.0,5742.09
303,85,38,4,513,6,10.0,281.52,28.152,253.368
180,37,42,2,513,4,15.0,991.16,148.67399999999998,842.486
40,94,36,4,462,15,10.0,4356.3,435.63000000000005,3920.67
263,31,39,7,462,19,10.0,3036.0099999999998,303.601,2732.4089999999997
373,26,36,4,118,15,20.0,4356.3,871.2600000000001,3485.04
227,95,44,5,118,19,15.0,3864.6,579.6899999999999,3284.91
75,22,21,4,121,11,15.0,3715.47,557.3204999999999,3158.1495
297,32,18,2,121,14,0.0,3119.9,0.0,3119.9
242,40,14,3,121,8,20.0,2392.32,478.46400000000006,1913.8560000000002
813,68,20,4,229,19,20.0,6195.900000000001,1239.1800000000003,4956.72
904,32,29,3,229,16,0.0,3844.32,0.0,3844.32
536,47,20,4,363,17,10.0,5543.700000000001,554.3700000000001,4989.330000000001
292,38,20,4,286,6,20.0,1956.6000000000001,391.32000000000005,1565.2800000000002
694,64,39,4,79,5,0.0,798.9499999999999,0.0,798.9499999999999
584,6,2,4,427,11,0.0,1058.2,0.0,1058.2
233,18,25,2,427,3,20.0,870.8399999999999,174.168,696.6719999999999
999,38,49,7,427,18,20.0,6099.4800000000005,1219.8960000000002,4879.584000000001
476,43,2,4,162,8,5.0,769.6,38.480000000000004,731.12
320,87,34,8,162,14,0.0,2408.98,0.0,2408.98
364,30,28,1,162,1,15.0,497.33,74.59949999999999,422.7305
543,78,24,4,259,17,10.0,4328.2,432.82,3895.3799999999997
592,70,26,4,548,12,5.0,4639.08,231.954,4407.126
529,26,15,3,548,8,15.0,3917.28,587.592,3329.688
150,90,26,4,180,13,10.0,5025.67,502.567,4523.103
951,54,45,8,180,10,20.0,4236.6,847.3200000000002,3389.28
16,51,17,6,180,13,5.0,5901.87,295.0935,5606.7765
374,63,27,4,186,19,5.0,596.03,29.8015,566.2284999999999
207,52,16,3,186,6,5.0,1491.0,74.55,1416.45
753,38,30,4,279,6,0.0,881.8799999999999,0.0,881.8799999999999
841,15,8,9,279,6,15.0,2179.56,326.93399999999997,1852.626
71,61,1,1,279,15,0.0,7459.2,0.0,7459.2
551,3,30,4,378,2,20.0,293.96,58.792,235.16799999999998
508,1,44,3,378,2,0.0,406.8,0.0,406.8
114,69,35,7,378,8,5.0,2246.8,112.34000000000002,2134.46
528,81,46,4,137,13,5.0,6054.23,302.7115,5751.518499999999
722,51,14,5,137,19,0.0,5681.76,0.0,5681.76
935,97,5,4,551,6,5.0,585.72,29.286,556.434
671,17,30,5,551,13,10.0,1910.7399999999998,191.07399999999998,1719.6659999999997
175,96,31,4,335,3,10.0,1328.73,132.87300000000002,1195.857
332,92,38,5,335,4,0.0,187.68,0.0,187.68
120,92,30,5,335,4,10.0,587.92,58.792,529.1279999999999
222,53,39,6,335,18,15.0,2876.22,431.43299999999994,2444.787
614,95,31,4,526,5,5.0,2214.55,110.72750000000002,2103.8225
742,51,47,3,526,10,15.0,445.0,66.75,378.25
152,93,45,4,26,4,15.0,1694.64,254.196,1440.4440000000002
17,25,14,9,26,7,0.0,2093.28,0.0,2093.28
938,92,37,4,397,17,5.0,8336.12,416.80600000000004,7919.314
79,26,36,7,397,13,20.0,3775.46,755.0920000000001,3020.368
34,53,37,4,196,15,15.0,7355.400000000001,1103.31,6252.09
255,86,49,6,196,10,5.0,3388.6000000000004,169.43000000000004,3219.1700000000005
259,45,37,4,488,9,5.0,4413.24,220.662,4192.5779999999995
496,61,3,8,488,19,15.0,358.34,53.751,304.589
838,54,18,4,375,5,10.0,1114.25,111.42500000000001,1002.825
246,27,18,4,146,5,20.0,1114.25,222.85000000000002,891.4
822,78,1,4,558,5,20.0,2486.3999999999996,497.28,1989.1199999999997
434,85,12,5,558,9,0.0,2896.2000000000003,0.0,2896.2000000000003
576,100,28,4,547,12,20.0,5967.96,1193.592,4774.368
982,36,18,5,547,10,15.0,2228.5,334.275,1894.225
486,4,28,4,165,7,5.0,3481.31,174.06550000000001,3307.2445
288,63,23,1,165,2,15.0,245.58,36.837,208.743
212,12,35,5,165,12,5.0,3370.2000000000003,168.51000000000002,3201.69
352,29,40,4,28,15,10.0,1553.25,155.32500000000002,1397.925
347,73,40,4,88,2,10.0,207.1,20.71,186.39
99,100,34,8,88,5,15.0,860.3499999999999,129.05249999999998,731.2974999999999
72,64,36,7,88,5,20.0,1452.1000000000001,290.42,1161.68
700,11,40,4,449,2,20.0,207.1,41.42,165.68
538,86,9,9,370,6,10.0,965.6999999999999,96.57,869.1299999999999
739,6,36,6,370,17,0.0,4937.14,0.0,4937.14
531,1,30,7,370,4,0.0,587.92,0.0,587.92
865,43,9,9,471,8,10.0,1287.6,128.76,1158.84
59,23,12,9,471,6,5.0,1930.8000000000002,96.54000000000002,1834.2600000000002
55,55,6,3,471,7,0.0,1326.99,0.0,1326.99
421,3,15,6,471,4,15.0,1958.64,293.796,1664.844
755,97,1,6,471,1,20.0,497.28,99.456,397.82399999999996
612,36,9,9,310,12,10.0,1931.3999999999999,193.14,1738.2599999999998
590,56,33,8,310,6,5.0,2862.06,143.103,2718.957
70,16,43,9,505,13,10.0,2504.06,250.406,2253.654
407,45,34,5,505,3,5.0,516.21,25.810500000000005,490.39950000000005
834,87,43,9,80,1,10.0,192.62,19.262,173.358
368,18,13,9,80,2,5.0,265.46,13.273,252.18699999999998
200,19,4,9,434,11,15.0,2772.1099999999997,415.81649999999996,2356.2934999999998
987,1,26,9,434,19,20.0,7345.209999999999,1469.042,5876.168
790,27,37,2,434,19,20.0,9316.84,1863.3680000000002,7453.472
986,2,4,9,317,8,0.0,2016.08,0.0,2016.08
19,63,40,9,317,8,15.0,828.4,124.25999999999999,704.14
848,52,25,2,317,16,10.0,4644.48,464.448,4180.031999999999
213,25,42,2,317,12,20.0,2973.48,594.696,2378.784
588,98,13,9,160,6,0.0,796.3799999999999,0.0,796.3799999999999
591,59,13,9,463,4,20.0,530.92,106.184,424.736
238,17,30,9,463,17,5.0,2498.66,124.93299999999999,2373.727
38,6,21,2,463,12,20.0,4053.24,810.648,3242.5919999999996
586,26,33,9,329,18,5.0,8586.18,429.309,8156.871
160,75,23,9,166,19,10.0,2333.01,233.30100000000004,2099.7090000000003
579,8,10,2,166,16,10.0,4413.44,441.344,3972.0959999999995
312,49,11,9,211,2,20.0,518.64,103.72800000000001,414.912
884,71,34,1,211,2,10.0,344.14,34.414,309.726
910,30,35,5,211,1,20.0,280.85,56.17000000000001,224.68
325,96,40,6,211,9,20.0,931.9499999999999,186.39,745.56
914,18,11,9,154,19,10.0,4927.08,492.708,4434.372
